u_id,fatals,a_ct,a_ped_f,a_pedal_f,a_roll,a_hr,a_polpur,month,day,day_week,hour,minute,a_dow_type,a_tod_type,state,a_region,a_ru,a_inter,a_intsec,a_roadfc,a_junc,a_relrd,age,permvit,pernotmvit,a_ped,mod_year,a_body,owner,deaths,numoccs,impact1,deformed,ve_forms,ve_total,weather,lgt_cond,driver_factor
55133,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,6,3,fri,21.0,0.0,Weekday,Nighttime,Alabama,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,33,2,1,yes,1999.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),0,2.0,Clockpoint 12,Minor damage,1,1,Rain,Dark - not lighted,other
3619,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Police Pursuit Involved Crash,12,8,sat,1.0,49.0,Weekend,Nighttime,Virginia,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Urban,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,40,2,0,no,2002.0,Automobiles,Vehicle Registered as Business/Company/Government Vehicle,1,2.0,Clockpoint 12,Disabling damage,1,1,,Dark - lighted,speeding_driver_involved
49526,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,Yes - Hit and Run,Other Crash,4,3,sun,2.0,3.0,Weekend,Nighttime,Kentucky,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,21,4,1,yes,1995.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,0,4.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,speeding_driver_involved
23417,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,28,sat,22.0,0.0,Weekend,Nighttime,Texas,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,44,1,0,no,2017.0,Automobiles,Vehicle Registered as Business/Company/Government Vehicle,1,1.0,Clockpoint 12,,1,1,Clear,Dark - lighted,drunk_driver_involved
3583,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,8,tue,11.0,24.0,Weekday,Daytime,Oklahoma,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,28,1,0,no,2009.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 9,Disabling damage,1,1,Rain,Daylight,other
48217,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,17,wed,12.0,1.0,Weekday,Daytime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Median,69,1,0,no,2003.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Minor damage,1,1,Cloudy,Daylight,other
16635,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,6,11,mon,12.0,17.0,Weekday,Daytime,Minnesota,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,40,1,0,no,1993.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 1,Disabling damage,1,1,Cloudy,Daylight,speeding_driver_involved
22518,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,6,26,sun,2.0,52.0,Weekend,Nighttime,Idaho,"Alaska, Idaho, Montana, Oregon, Washington",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,17,3,0,no,1999.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,3.0,Non-Collision,Disabling damage,1,1,Clear,Dark - not lighted,other
52963,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,30,fri,12.0,12.0,Weekday,Daytime,California,"Arizona, California, Hawaii",Rural,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,22,1,1,no,2013.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),0,1.0,Clockpoint 10,Functional damage,1,1,Cloudy,Daylight,other
56251,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,27,tue,15.0,55.0,Weekday,Daytime,Virginia,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,72,1,0,no,1989.0,Medium/Heavy Trucks,Vehicle Registered as Business/Company/Government Vehicle,1,1.0,Clockpoint 10,Disabling damage,1,1,,Daylight,other
47504,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,13,sun,0.0,15.0,Weekend,Nighttime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,24,3,1,yes,2002.0,Automobiles,Driver (in this crash) Was Registered Owner,0,3.0,Clockpoint 12,Functional damage,1,1,Clear,Dark - not lighted,other
13997,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,12,7,wed,5.0,8.0,Weekday,Nighttime,Tennessee,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Other,35,1,0,no,2016.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,other
32316,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,6,19,sun,21.0,11.0,Weekend,Nighttime,Wisconsin,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,24,1,2,yes,2013.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,1,Clear,Dark - lighted,drunk_driver_involved
47098,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,9,5,mon,15.0,59.0,Weekday,Daytime,Colorado,"Colorado, Nevada, North Dakota, South Dakota, Utah, Wyoming",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Other,59,2,0,no,1997.0,Van-Based Light Trucks,Driver (in this crash) Was Registered Owner,1,2.0,Clockpoint 12,Disabling damage,1,1,,Daylight,drunk_driver_involved
44697,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,4,mon,3.0,50.0,Weekday,Nighttime,Washington,"Alaska, Idaho, Montana, Oregon, Washington",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,55,1,0,no,1999.0,Medium/Heavy Trucks,Vehicle Registered as Business/Company/Government Vehicle,1,1.0,Clockpoint 12,,1,1,Rain,Dark - not lighted,other
32415,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,2,14,tue,20.0,38.0,Weekday,Nighttime,California,"Arizona, California, Hawaii",Urban,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,81,1,1,yes,2006.0,Van-Based Light Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),0,1.0,Clockpoint 12,Functional damage,1,1,Clear,Dark - lighted,speeding_driver_involved
17372,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,15,sat,1.0,18.0,Weekend,Nighttime,North Carolina,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Urban,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,43,1,0,no,2001.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
16727,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,16,sun,2.0,2.0,Weekend,Nighttime,Pennsylvania,"Connecticut, New Jersey, New York, Pennsylvania",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,On Roadway,27,1,1,yes,2006.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 1,Functional damage,1,1,Clear,Dark - not lighted,other
26953,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,5,sun,13.0,18.0,Weekend,Daytime,Washington,"Alaska, Idaho, Montana, Oregon, Washington",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,51,1,0,no,1985.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,,1,1,Clear,Daylight,speeding_driver_involved
50702,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,17,sun,13.0,18.0,Weekend,Daytime,New York,"Connecticut, New Jersey, New York, Pennsylvania",Urban,Non-Interstate,Intersection,Major Collector,Junction,On Roadway,36,2,1,no,2006.0,Medium/Heavy Trucks,Vehicle Registered as Business/Company/Government Vehicle,0,2.0,Clockpoint 5,No damage,1,1,Clear,Daylight,other
55525,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,5,wed,17.0,4.0,Weekday,Daytime,Washington,"Alaska, Idaho, Montana, Oregon, Washington",Urban,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,19,1,1,yes,1997.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,,1,1,Clear,Daylight,other
4297,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,21,mon,20.0,36.0,Weekday,Nighttime,South Carolina,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,65,1,0,no,2005.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 9,Disabling damage,1,1,Clear,Dusk,speeding_driver_involved
36212,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,5,wed,20.0,39.0,Weekday,Nighttime,Kansas,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,On Roadway,59,2,0,no,2012.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,2.0,Clockpoint 12,Disabling damage,1,1,,Dark - not lighted,other
56018,1,Single-Vehicle Crash,Other Crash,Pedalcyclist Fatality Involved Crash,Other Crash,No - Hit and Run,Other Crash,4,5,wed,13.0,49.0,Weekday,Daytime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Intersection,Major Collector,Junction,On Roadway,60,2,1,no,2017.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,0,2.0,Clockpoint 12,Minor damage,1,1,Clear,Daylight,other
56522,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,15,sat,8.0,35.0,Weekend,Daytime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,28,2,0,no,1993.0,Automobiles,Driver (in this crash) Was Registered Owner,1,2.0,Clockpoint 3,Disabling damage,1,1,Clear,Daylight,other
6454,2,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,18,wed,3.0,50.0,Weekday,Nighttime,California,"Arizona, California, Hawaii",Urban,Interstate,Non-Intersection,Interstate,Non-Junction,Off Roadway/Other,28,2,0,no,2015.0,Automobiles,Driver (in this crash) Was Registered Owner,2,2.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
7021,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,30,sat,1.0,25.0,Weekend,Nighttime,Alabama,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,39,3,1,yes,2008.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),0,3.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,other
5537,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,4,thu,15.0,30.0,Weekday,Daytime,Iowa,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Other,46,2,0,no,2014.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,2.0,Clockpoint 6,Disabling damage,1,1,Cloudy,Daylight,other
1073,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,31,wed,21.0,25.0,Weekday,Nighttime,Texas,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,50,1,0,no,1994.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,speeding_driver_involved
49045,2,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,12,17,sat,1.0,45.0,Weekend,Nighttime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Interstate,Non-Intersection,Interstate,Non-Junction,Off Roadway/Median,33,5,0,no,2008.0,Van-Based Light Trucks,Vehicle Registered as Business/Company/Government Vehicle,2,5.0,,Disabling damage,1,1,Sleet or hail,Dark - not lighted,speeding_driver_involved
41585,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,3,fri,17.0,17.0,Weekday,Daytime,South Carolina,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,17,2,0,no,2004.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,2.0,Clockpoint 3,Disabling damage,1,1,Clear,Dark - lighted,speeding_driver_involved
14771,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,7,wed,19.0,40.0,Weekday,Nighttime,Mississippi,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,43,1,0,no,2000.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,other
27129,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,9,28,fri,23.0,47.0,Weekday,Nighttime,New York,"Connecticut, New Jersey, New York, Pennsylvania",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,26,1,0,no,2003.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 3,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
33765,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,12,fri,22.0,12.0,Weekday,Nighttime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,44,2,0,no,1997.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles","Not Applicable, Vehicle Not Registered",1,2.0,,,1,1,Cloudy,Dark - not lighted,other
20793,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,12,30,sun,8.0,26.0,Weekend,Daytime,North Carolina,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Other,47,1,0,no,1995.0,Utility Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 12,Disabling damage,1,1,Cloudy,Daylight,speeding_driver_involved
31000,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,6,11,sat,17.0,24.0,Weekend,Daytime,Wisconsin,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,23,1,0,no,2006.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Daylight,speeding_driver_involved
351,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,4,1,fri,,,Weekday,,Nevada,"Colorado, Nevada, North Dakota, South Dakota, Utah, Wyoming",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,70,1,0,no,1994.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Non-Collision,Disabling damage,1,1,Clear,Dark - not lighted,other
3715,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,11,12,sat,0.0,20.0,Weekend,Nighttime,California,"Arizona, California, Hawaii",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,35,1,0,no,1995.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
33591,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,1,thu,3.0,35.0,Weekday,Nighttime,Arkansas,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Interstate,Non-Intersection,Interstate,Non-Junction,Off Roadway/Other,20,1,0,no,2009.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Rain,Dark - not lighted,other
30870,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,27,fri,4.0,33.0,Weekday,Nighttime,New Jersey,"Connecticut, New Jersey, New York, Pennsylvania",Urban,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,On Roadway,28,1,2,yes,2003.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,2,Clear,Dark - not lighted,other
40902,1,Single-Vehicle Crash,Other Crash,Pedalcyclist Fatality Involved Crash,Other Crash,Yes - Hit and Run,Other Crash,6,27,wed,5.0,28.0,Weekday,Nighttime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Shoulder,43,1,1,no,2007.0,Utility Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),0,1.0,Clockpoint 1,Functional damage,1,1,Clear,Dark - not lighted,other
7999,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,24,sat,17.0,24.0,Weekend,Daytime,Illinois,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,82,2,1,yes,2004.0,Automobiles,Driver (in this crash) Was Registered Owner,0,2.0,Clockpoint 12,,1,1,Clear,Dark - not lighted,other
47142,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,16,mon,23.0,18.0,Weekday,Nighttime,Rhode Island,"Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Urban,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,24,1,0,no,2005.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 1,Disabling damage,1,1,Cloudy,Dark - lighted,drunk_driver_involved
16192,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,2,14,tue,14.0,59.0,Weekday,Daytime,California,"Arizona, California, Hawaii",Urban,Non-Interstate,Intersection,Minor Collector,Junction,Off Roadway/Other,48,1,0,no,1984.0,Other Vehicles,,1,1.0,,Minor damage,1,1,Clear,Daylight,other
46260,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,25,sun,15.0,36.0,Weekend,Daytime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,69,1,0,no,2016.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,1,1.0,Undercarriage,Disabling damage,1,1,Cloudy,Daylight,other
12574,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,15,tue,2.0,13.0,Weekday,Nighttime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,45,1,0,no,2009.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Undercarriage,Disabling damage,1,1,Clear,Dark - not lighted,other
55700,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,3,23,thu,23.0,8.0,Weekday,Nighttime,Kentucky,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,28,1,0,no,1992.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 11,Disabling damage,1,1,Clear,Dark - not lighted,other
32475,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,12,8,thu,16.0,30.0,Weekday,Daytime,Michigan,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,58,2,0,no,1990.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,2.0,Non-Collision,Disabling damage,1,1,Snow,Dawn,speeding_driver_involved
15089,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,9,sun,17.0,12.0,Weekend,Daytime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,33,2,0,no,2012.0,Automobiles,Driver (in this crash) Was Registered Owner,1,2.0,Left-front side,Disabling damage,1,1,Clear,Daylight,speeding_driver_involved
33907,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,5,26,sat,1.0,20.0,Weekend,Nighttime,New Mexico,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,24,1,0,no,2007.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
53823,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,12,thu,,,Weekday,,Oklahoma,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,60,1,0,no,2017.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 9,Functional damage,1,1,Clear,Dark - lighted,drunk_driver_involved
16700,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,11,10,thu,19.0,22.0,Weekday,Nighttime,New York,"Connecticut, New Jersey, New York, Pennsylvania",Urban,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,60,1,1,yes,2007.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,,1,1,Clear,Dark - not lighted,other
20428,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,8,8,mon,15.0,24.0,Weekday,Daytime,Pennsylvania,"Connecticut, New Jersey, New York, Pennsylvania",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,71,1,0,no,2016.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 10,Disabling damage,1,1,Clear,Daylight,other
47015,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,8,sat,16.0,3.0,Weekend,Daytime,Arizona,"Arizona, California, Hawaii",Urban,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,On Roadway,58,1,0,no,1978.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,1.0,Non-Collision,Disabling damage,1,1,Clear,Daylight,drunk_driver_involved
29255,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,9,27,tue,12.0,42.0,Weekday,Daytime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,On Roadway,89,1,1,no,2011.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,1,Clear,Daylight,other
12046,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,1,sat,3.0,37.0,Weekend,Nighttime,Louisiana,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,20,2,0,no,2006.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,2.0,Clockpoint 11,Disabling damage,1,1,Cloudy,Dark - not lighted,drunk_driver_involved
